loan_amnt,term,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,open_acc,missing_amnt
5000, 36 months,2 years,RENT,26400.0,Not Verified,Fully Paid,wedding,NJ,22.09,0,11,0
6000, 36 months,2 years,OWN,16000.0,Source Verified,Fully Paid,house,MO,1.88,0,4,1
12800, 36 months,2 years,RENT,40000.0,Verified,Fully Paid,credit_card,WA,20.46,0,7,1
14000, 36 months,< 1 year,RENT,95000.0,Verified,Fully Paid,debt_consolidation,DC,19.64,0,5,0
9950, 60 months,10+ years,RENT,88771.0,Verified,Fully Paid,other,GA,1.72,0,7,0
11200, 36 months,5 years,RENT,42000.0,Source Verified,Fully Paid,debt_consolidation,OH,18.63,0,5,0
21000, 60 months,5 years,MORTGAGE,120000.0,Source Verified,Fully Paid,home_improvement,VA,3.22,0,17,0
15000, 60 months,4 years,MORTGAGE,200000.0,Verified,Fully Paid,debt_consolidation,TX,17.12,0,14,0
6500, 36 months,< 1 year,RENT,123000.0,Verified,Fully Paid,debt_consolidation,CA,5.88,2,11,0
6000, 36 months,< 1 year,OWN,26232.0,Not Verified,Fully Paid,other,NC,27.95,0,6,1
15000, 60 months,10+ years,MORTGAGE,75000.0,Not Verified,Fully Paid,debt_consolidation,NY,7.79,0,8,0
15000, 60 months,4 years,RENT,60000.0,Source Verified,Fully Paid,debt_consolidation,CT,2.42,0,10,0
2400, 36 months,2 years,RENT,18000.0,Source Verified,Fully Paid,renewable_energy,MO,20.47,0,4,0
30000, 60 months,10+ years,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,TX,6.23,0,13,0
5000, 36 months,2 years,MORTGAGE,43200.0,Not Verified,Fully Paid,other,MO,15.61,0,7,0
12375, 36 months,8 years,MORTGAGE,55000.0,Verified,Fully Paid,debt_consolidation,OR,24.85,0,16,0
14650, 60 months,5 years,MORTGAGE,150000.0,Not Verified,Fully Paid,debt_consolidation,GA,6.82,1,9,0
6000, 36 months,2 years,OWN,21000.0,Source Verified,Fully Paid,major_purchase,FL,4.57,0,3,0
15875, 36 months,10+ years,MORTGAGE,53000.0,Not Verified,Fully Paid,credit_card,AZ,17.16,0,15,0
20000, 36 months,10+ years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,IL,4.0,0,7,0
35000, 60 months,10+ years,MORTGAGE,75000.0,Verified,Charged Off,debt_consolidation,OH,10.99,0,10,0
4750, 36 months,7 years,MORTGAGE,55500.0,Not Verified,Charged Off,debt_consolidation,VA,17.04,0,9,0
13000, 60 months,10+ years,OWN,60000.0,Source Verified,Fully Paid,debt_consolidation,MA,16.82,0,9,0
7000, 36 months,1 year,RENT,60000.0,Verified,Fully Paid,debt_consolidation,NM,5.68,0,3,0
11200, 36 months,6 years,RENT,61200.0,Verified,Fully Paid,credit_card,NY,22.27,0,12,0
16000, 36 months,10+ years,MORTGAGE,70000.0,Source Verified,Fully Paid,credit_card,CA,17.61,0,8,0
1750, 36 months,2 years,MORTGAGE,78000.0,Not Verified,Fully Paid,car,CA,21.28,0,10,0
4500, 36 months,4 years,MORTGAGE,75000.0,Not Verified,Charged Off,debt_consolidation,CA,13.02,0,24,0
20375, 60 months,10+ years,MORTGAGE,82000.0,Verified,Fully Paid,debt_consolidation,WA,24.04,0,12,0
3600, 36 months,4 years,RENT,54804.0,Not Verified,Fully Paid,house,WA,8.23,0,6,0
3000, 36 months,3 years,RENT,24000.0,Source Verified,Charged Off,other,NY,13.25,0,2,0
35000, 60 months,6 years,MORTGAGE,100000.0,Verified,Fully Paid,house,WA,1.9,0,7,0
15000, 36 months,10+ years,MORTGAGE,95000.0,Verified,Fully Paid,debt_consolidation,WA,18.53,0,13,0
15000, 60 months,10+ years,MORTGAGE,150000.0,Verified,Fully Paid,debt_consolidation,MN,4.61,0,12,0
24000, 60 months,10+ years,MORTGAGE,160000.0,Verified,Fully Paid,debt_consolidation,GA,20.87,0,15,0
6000, 36 months,3 years,RENT,40000.0,Not Verified,Fully Paid,other,FL,3.99,0,9,0
6000, 36 months,10+ years,MORTGAGE,60000.0,Not Verified,Fully Paid,other,MI,17.28,0,10,0
10825, 36 months,4 years,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,IL,11.55,0,7,0
8500, 36 months,1 year,RENT,24000.0,Source Verified,Fully Paid,debt_consolidation,NY,16.95,0,20,0
2000, 36 months,< 1 year,RENT,30000.0,Source Verified,Fully Paid,car,CA,15.68,0,18,0
16000, 60 months,10+ years,MORTGAGE,73000.0,Not Verified,Fully Paid,home_improvement,MD,20.76,1,9,0
1000, 36 months,4 years,MORTGAGE,30000.0,Verified,Charged Off,debt_consolidation,NC,24.0,0,6,0
13000, 36 months,1 year,MORTGAGE,94000.0,Not Verified,Fully Paid,debt_consolidation,WI,11.73,0,8,0
2000, 36 months,< 1 year,RENT,69996.0,Not Verified,Fully Paid,debt_consolidation,CA,21.23,0,15,0
9000, 36 months,2 years,MORTGAGE,61200.0,Not Verified,Fully Paid,debt_consolidation,FL,13.82,0,17,0
10000, 36 months,3 years,RENT,100000.0,Verified,Fully Paid,vacation,WA,8.8,0,11,0
15000, 36 months,3 years,OWN,30000.0,Not Verified,Fully Paid,home_improvement,CA,2.68,0,4,0
5600, 36 months,10+ years,RENT,41000.0,Not Verified,Fully Paid,debt_consolidation,UT,19.99,0,10,0
22000, 60 months,6 years,OWN,38000.0,Verified,Fully Paid,major_purchase,FL,9.47,0,5,0
30000, 60 months,10+ years,MORTGAGE,58000.0,Source Verified,Fully Paid,debt_consolidation,TX,22.3,0,10,0
4500, 36 months,4 years,RENT,70000.0,Not Verified,Fully Paid,credit_card,NJ,24.36,0,12,0
11900, 60 months,9 years,OWN,199992.0,Not Verified,Fully Paid,car,VA,11.88,0,13,0
11425, 36 months,7 years,RENT,52500.0,Not Verified,Fully Paid,debt_consolidation,CA,26.0,0,4,0
10000, 60 months,1 year,MORTGAGE,114996.0,Source Verified,Fully Paid,debt_consolidation,VA,7.01,2,19,0
19750, 60 months,10+ years,RENT,40000.0,Verified,Fully Paid,debt_consolidation,VA,22.65,0,7,0
7000, 36 months,4 years,MORTGAGE,100000.0,Not Verified,Fully Paid,debt_consolidation,CA,12.16,1,8,0
12000, 60 months,10+ years,MORTGAGE,51600.0,Verified,Fully Paid,other,NC,5.72,0,14,0
35000, 60 months,10+ years,RENT,62000.0,Verified,Fully Paid,debt_consolidation,CA,18.7,0,8,0
10000, 36 months,10+ years,MORTGAGE,97000.0,Verified,Fully Paid,major_purchase,OH,19.25,0,14,0
7000, 36 months,10+ years,MORTGAGE,53796.0,Not Verified,Fully Paid,other,TX,10.8,3,7,0
2000, 36 months,10+ years,RENT,25000.0,Verified,Charged Off,moving,NY,19.92,1,11,1
4200, 36 months,4 years,RENT,31200.0,Not Verified,Fully Paid,debt_consolidation,CA,13.04,0,7,0
12000, 60 months,10+ years,MORTGAGE,73000.0,Source Verified,Charged Off,medical,WA,10.88,0,11,0
22000, 36 months,7 years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,FL,20.02,0,14,0
8500, 36 months,1 year,MORTGAGE,78000.0,Verified,Charged Off,debt_consolidation,VA,20.14,0,7,0
4375, 36 months,8 years,MORTGAGE,30000.0,Not Verified,Fully Paid,credit_card,FL,27.95,0,15,0
7200, 36 months,5 years,RENT,24000.0,Not Verified,Fully Paid,credit_card,NY,20.95,0,17,0
1000, 36 months,10+ years,MORTGAGE,32352.0,Source Verified,Charged Off,other,CA,10.42,1,6,0
20000, 60 months,1 year,MORTGAGE,61000.0,Verified,Fully Paid,debt_consolidation,SC,27.64,0,19,0
1400, 36 months,2 years,MORTGAGE,30000.0,Source Verified,Fully Paid,renewable_energy,TX,1.92,0,5,0
24700, 60 months,10+ years,MORTGAGE,63000.0,Verified,Fully Paid,debt_consolidation,GA,19.14,0,10,0
15000, 36 months,10+ years,MORTGAGE,204000.0,Verified,Fully Paid,debt_consolidation,NY,4.46,0,10,0
35000, 60 months,7 years,RENT,120000.0,Source Verified,Fully Paid,debt_consolidation,AR,13.05,0,8,0
35000, 60 months,5 years,MORTGAGE,66000.0,Verified,Charged Off,small_business,CA,15.05,0,9,0
13600, 36 months,10+ years,MORTGAGE,91000.0,Source Verified,Charged Off,debt_consolidation,CA,12.46,1,3,0
4000, 36 months,6 years,RENT,19200.0,Verified,Fully Paid,other,CA,10.56,0,2,0
13000, 36 months,4 years,RENT,38400.0,Not Verified,Fully Paid,debt_consolidation,CA,19.13,0,4,0
16425, 36 months,10+ years,MORTGAGE,79536.0,Source Verified,Fully Paid,debt_consolidation,CA,20.81,0,10,0
7000, 36 months,2 years,MORTGAGE,90000.0,Not Verified,Fully Paid,home_improvement,TX,8.45,0,10,0
32000, 60 months,10+ years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,GA,17.65,0,12,0
15000, 36 months,10+ years,MORTGAGE,59800.0,Verified,Fully Paid,credit_card,OR,21.35,0,8,0
7000, 36 months,3 years,RENT,120000.0,Not Verified,Charged Off,small_business,CA,2.43,0,4,0
10000, 36 months,6 years,MORTGAGE,30000.0,Source Verified,Fully Paid,debt_consolidation,FL,4.04,0,8,0
6000, 36 months,2 years,RENT,66000.0,Source Verified,Fully Paid,debt_consolidation,FL,2.0,0,5,0
4000, 36 months,10+ years,RENT,47088.0,Source Verified,Fully Paid,car,PA,10.17,0,10,0
9800, 36 months,6 years,MORTGAGE,72000.0,Source Verified,Fully Paid,car,NC,19.07,0,13,0
2500, 36 months,2 years,RENT,22200.0,Not Verified,Fully Paid,car,TX,12.59,0,3,0
25000, 60 months,10+ years,MORTGAGE,44828.0,Source Verified,Charged Off,debt_consolidation,MO,18.07,0,5,0
25200, 60 months,4 years,MORTGAGE,86000.0,Verified,Charged Off,debt_consolidation,PA,14.9,0,11,0
7200, 36 months,3 years,RENT,52000.0,Not Verified,Fully Paid,credit_card,MA,5.65,0,4,0
20000, 36 months,10+ years,OWN,153936.0,Verified,Fully Paid,other,DE,11.81,0,17,0
18000, 60 months,< 1 year,MORTGAGE,165000.0,Verified,Fully Paid,home_improvement,NJ,9.46,1,28,0
4000, 36 months,6 years,RENT,51600.0,Not Verified,Fully Paid,car,CA,14.6,0,5,0
30000, 36 months,10+ years,MORTGAGE,166000.0,Verified,Fully Paid,debt_consolidation,NY,18.09,1,16,0
35000, 36 months,8 years,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,OK,20.22,0,8,0
13250, 36 months,< 1 year,OWN,60000.0,Source Verified,Fully Paid,car,CA,1.66,0,12,0
6000, 36 months,5 years,MORTGAGE,53808.0,Not Verified,Fully Paid,debt_consolidation,OR,15.88,0,12,0
10000, 36 months,6 years,MORTGAGE,40000.0,Source Verified,Fully Paid,debt_consolidation,GA,7.02,0,4,0
14500, 60 months,< 1 year,RENT,75000.0,Source Verified,Fully Paid,debt_consolidation,DC,9.98,0,5,0
30000, 60 months,5 years,RENT,142000.0,Verified,Fully Paid,debt_consolidation,CT,7.01,0,8,0
7500, 36 months,< 1 year,RENT,95000.0,Source Verified,Fully Paid,wedding,CA,5.37,0,5,0
9600, 36 months,5 years,RENT,48000.0,Source Verified,Fully Paid,debt_consolidation,IL,17.82,0,23,0
2800, 36 months,3 years,MORTGAGE,53000.0,Verified,Fully Paid,car,NY,7.02,0,9,0
35000, 36 months,8 years,MORTGAGE,150000.0,Verified,Fully Paid,debt_consolidation,PA,12.23,0,11,0
9400, 60 months,10+ years,MORTGAGE,95000.0,Source Verified,Fully Paid,small_business,NJ,24.97,0,11,0
5200, 36 months,2 years,RENT,40000.0,Not Verified,Fully Paid,credit_card,GA,4.53,0,10,0
12800, 36 months,3 years,MORTGAGE,72000.0,Source Verified,Fully Paid,small_business,OH,8.23,0,13,0
1700, 36 months,4 years,MORTGAGE,67836.0,Not Verified,Fully Paid,home_improvement,OK,19.14,1,6,0
8000, 36 months,10+ years,MORTGAGE,51000.0,Source Verified,Fully Paid,debt_consolidation,CA,12.54,0,5,0
10300, 36 months,10+ years,RENT,165000.0,Source Verified,Fully Paid,credit_card,TX,18.96,0,13,0
13125, 60 months,4 years,RENT,100000.0,Source Verified,Fully Paid,major_purchase,MA,7.12,0,8,0
20000, 36 months,4 years,RENT,80000.0,Verified,Fully Paid,debt_consolidation,CO,4.83,0,10,0
12900, 60 months,4 years,MORTGAGE,72000.0,Verified,Charged Off,debt_consolidation,VA,14.62,0,11,0
6125, 36 months,10+ years,OWN,66000.0,Source Verified,Fully Paid,debt_consolidation,TX,21.13,1,12,0
26850, 60 months,10+ years,MORTGAGE,70099.0,Verified,Charged Off,credit_card,CO,19.05,0,16,0
5000, 36 months,< 1 year,MORTGAGE,110000.0,Not Verified,Fully Paid,home_improvement,FL,0.24,0,6,0
5000, 36 months,10+ years,OWN,115000.0,Source Verified,Fully Paid,home_improvement,FL,8.99,0,5,0
3800, 60 months,3 years,MORTGAGE,154008.0,Verified,Fully Paid,other,TX,15.0,0,12,0
20000, 60 months,10+ years,RENT,102000.0,Verified,Fully Paid,debt_consolidation,CT,10.86,0,12,0
5000, 36 months,10+ years,RENT,108000.0,Not Verified,Fully Paid,credit_card,NY,8.36,0,9,0
6000, 36 months,1 year,RENT,75000.0,Verified,Fully Paid,debt_consolidation,NY,27.83,0,8,0
24000, 60 months,10+ years,RENT,124704.0,Verified,Fully Paid,debt_consolidation,MA,4.61,0,2,0
5000, 36 months,9 years,MORTGAGE,52000.0,Not Verified,Fully Paid,other,IL,12.76,0,11,0
8000, 36 months,7 years,MORTGAGE,38496.0,Not Verified,Fully Paid,debt_consolidation,AZ,14.4,0,14,0
2100, 36 months,6 years,MORTGAGE,61000.0,Not Verified,Fully Paid,home_improvement,KS,13.51,0,15,0
12600, 60 months,4 years,RENT,59000.0,Verified,Charged Off,small_business,CA,4.15,0,11,0
1300, 36 months,< 1 year,RENT,34400.0,Source Verified,Fully Paid,credit_card,NC,9.07,0,6,0
25000, 36 months,10+ years,MORTGAGE,75000.0,Verified,Fully Paid,small_business,KY,26.83,0,13,0
12800, 36 months,10+ years,MORTGAGE,262000.0,Verified,Fully Paid,major_purchase,WA,0.74,1,14,0
2500, 36 months,10+ years,MORTGAGE,74000.0,Not Verified,Fully Paid,home_improvement,MD,10.96,0,14,0
28800, 60 months,8 years,MORTGAGE,175000.0,Verified,Fully Paid,debt_consolidation,PA,9.59,0,13,0
24000, 36 months,10+ years,MORTGAGE,150000.0,Verified,Fully Paid,wedding,CA,7.61,0,6,0
4800, 36 months,4 years,RENT,40000.0,Not Verified,Fully Paid,other,NH,17.1,0,11,0
30000, 36 months,2 years,MORTGAGE,120000.0,Verified,Fully Paid,debt_consolidation,AL,16.15,0,11,0
15000, 60 months,6 years,MORTGAGE,78000.0,Not Verified,Charged Off,debt_consolidation,IL,13.51,0,19,0
7000, 60 months,10+ years,OWN,30996.0,Not Verified,Fully Paid,major_purchase,KY,22.18,1,5,0
16000, 36 months,1 year,RENT,50000.0,Source Verified,Fully Paid,credit_card,NJ,11.47,0,5,0
20000, 60 months,5 years,RENT,96000.0,Verified,Fully Paid,credit_card,CA,12.72,0,7,0
4000, 36 months,10+ years,MORTGAGE,40000.0,Not Verified,Fully Paid,debt_consolidation,GA,23.91,0,10,0
9000, 60 months,5 years,MORTGAGE,48000.0,Not Verified,Fully Paid,car,FL,13.1,0,5,0
1500, 36 months,3 years,MORTGAGE,34800.0,Not Verified,Fully Paid,debt_consolidation,MD,14.76,0,3,0
6000, 36 months,< 1 year,MORTGAGE,92000.0,Verified,Fully Paid,debt_consolidation,NC,11.18,1,17,0
2000, 36 months,1 year,MORTGAGE,37000.0,Source Verified,Fully Paid,debt_consolidation,MD,6.29,0,2,0
2500, 60 months,10+ years,RENT,66000.0,Not Verified,Fully Paid,car,CA,21.95,0,18,0
35000, 60 months,3 years,MORTGAGE,543000.0,Verified,Fully Paid,home_improvement,AZ,8.22,0,23,0
3000, 36 months,5 years,RENT,18000.0,Source Verified,Fully Paid,other,FL,5.27,0,6,0
18000, 36 months,5 years,MORTGAGE,95000.0,Source Verified,Fully Paid,debt_consolidation,CT,19.21,0,10,0
6000, 36 months,5 years,RENT,72000.0,Not Verified,Fully Paid,debt_consolidation,CA,9.08,0,12,0
10000, 36 months,3 years,RENT,66000.0,Source Verified,Fully Paid,house,KS,9.24,0,17,0
14000, 36 months,6 years,MORTGAGE,104800.0,Not Verified,Fully Paid,debt_consolidation,IL,9.0,0,11,0
35000, 60 months,1 year,MORTGAGE,130000.0,Verified,Fully Paid,debt_consolidation,NJ,17.61,0,11,0
6000, 36 months,10+ years,MORTGAGE,51600.0,Source Verified,Fully Paid,major_purchase,CA,19.47,0,3,0
14000, 36 months,< 1 year,RENT,90000.0,Not Verified,Fully Paid,debt_consolidation,NY,8.32,0,8,0
4300, 36 months,4 years,MORTGAGE,30000.0,Verified,Fully Paid,home_improvement,NV,2.92,0,10,0
12000, 36 months,6 years,OWN,90000.0,Not Verified,Fully Paid,major_purchase,CA,7.69,0,13,0
8800, 36 months,3 years,RENT,60000.0,Not Verified,Fully Paid,debt_consolidation,NY,11.34,0,11,0
19500, 60 months,10+ years,MORTGAGE,90000.0,Not Verified,Fully Paid,debt_consolidation,OH,12.88,0,17,0
10000, 36 months,10+ years,MORTGAGE,57600.0,Not Verified,Fully Paid,major_purchase,WI,1.56,0,16,1
21600, 60 months,5 years,OWN,60000.0,Verified,Fully Paid,debt_consolidation,CO,21.34,0,9,0
15000, 60 months,2 years,MORTGAGE,42000.0,Not Verified,Fully Paid,home_improvement,NY,24.17,0,16,0
4000, 36 months,2 years,OWN,38000.0,Source Verified,Fully Paid,debt_consolidation,TX,10.71,0,5,0
5000, 36 months,2 years,RENT,64600.0,Not Verified,Fully Paid,debt_consolidation,CA,10.31,0,5,0
12800, 60 months,2 years,RENT,60000.0,Source Verified,Fully Paid,debt_consolidation,CA,11.64,0,12,0
12000, 36 months,2 years,MORTGAGE,133000.0,Verified,Charged Off,car,WI,12.03,0,16,0
30000, 36 months,10+ years,MORTGAGE,900000.0,Verified,Fully Paid,home_improvement,NC,4.54,1,18,0
30000, 36 months,10+ years,MORTGAGE,286000.0,Verified,Fully Paid,credit_card,IL,6.57,0,10,0
15600, 36 months,10+ years,MORTGAGE,87000.0,Source Verified,Charged Off,debt_consolidation,MI,7.78,2,6,0
30000, 36 months,9 years,MORTGAGE,125004.0,Verified,Fully Paid,major_purchase,NC,3.03,0,10,0
35000, 60 months,10+ years,MORTGAGE,100000.0,Verified,Charged Off,debt_consolidation,MD,18.41,0,15,0
3500, 36 months,2 years,RENT,21600.0,Source Verified,Fully Paid,credit_card,MO,15.89,1,4,0
4000, 60 months,10+ years,RENT,21158.0,Not Verified,Charged Off,other,AZ,11.7,0,3,0
7275, 36 months,10+ years,MORTGAGE,36000.0,Not Verified,Fully Paid,credit_card,WA,17.87,0,19,1
6825, 36 months,4 years,MORTGAGE,38400.0,Not Verified,Fully Paid,debt_consolidation,OR,17.88,0,10,0
28000, 60 months,10+ years,RENT,57996.0,Verified,Charged Off,other,CA,10.95,0,9,0
5000, 36 months,4 years,MORTGAGE,45000.0,Not Verified,Fully Paid,debt_consolidation,NC,19.07,0,9,0
14775, 36 months,4 years,MORTGAGE,36000.0,Verified,Fully Paid,debt_consolidation,AL,9.23,0,6,1
12500, 36 months,8 years,MORTGAGE,85000.0,Not Verified,Fully Paid,credit_card,NJ,8.33,0,12,0
6000, 36 months,7 years,OWN,19200.0,Not Verified,Fully Paid,car,FL,2.25,0,6,0
20000, 60 months,10+ years,MORTGAGE,75000.0,Verified,Fully Paid,debt_consolidation,AZ,28.72,0,6,0
21000, 36 months,10+ years,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,KY,5.67,0,6,0
12000, 36 months,10+ years,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,NY,6.14,0,13,0
1000, 36 months,1 year,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,NY,16.15,0,8,0
30000, 36 months,2 years,MORTGAGE,750000.0,Verified,Fully Paid,home_improvement,NY,5.25,0,10,0
6000, 36 months,2 years,MORTGAGE,75000.0,Not Verified,Fully Paid,other,NY,11.41,0,9,1
4000, 36 months,< 1 year,RENT,28000.0,Not Verified,Fully Paid,debt_consolidation,CA,20.1,0,5,0
20000, 36 months,< 1 year,RENT,75000.0,Verified,Fully Paid,debt_consolidation,IL,10.35,0,14,0
4500, 36 months,6 years,RENT,36000.0,Verified,Fully Paid,debt_consolidation,IL,18.53,0,8,0
8000, 36 months,1 year,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,CA,26.49,0,9,0
14000, 60 months,6 years,MORTGAGE,38000.0,Not Verified,Fully Paid,medical,CA,8.43,1,16,0
2000, 36 months,5 years,MORTGAGE,80000.0,Not Verified,Fully Paid,vacation,VA,7.09,0,9,0
11325, 36 months,7 years,RENT,36000.0,Verified,Fully Paid,debt_consolidation,NJ,24.8,0,7,0
2500, 36 months,9 years,MORTGAGE,62000.0,Not Verified,Fully Paid,major_purchase,LA,20.4,0,8,0
35000, 36 months,< 1 year,RENT,150000.0,Verified,Fully Paid,debt_consolidation,CA,14.12,0,3,0
6000, 36 months,4 years,RENT,61400.0,Verified,Fully Paid,wedding,NY,20.72,0,20,0
5000, 36 months,3 years,MORTGAGE,120000.0,Not Verified,Fully Paid,debt_consolidation,CA,3.0,0,13,0
7200, 36 months,2 years,MORTGAGE,182004.0,Not Verified,Fully Paid,home_improvement,MI,10.28,0,7,0
8000, 36 months,1 year,RENT,128000.0,Not Verified,Charged Off,small_business,FL,15.08,0,14,0
27000, 60 months,10+ years,MORTGAGE,75000.0,Verified,Fully Paid,home_improvement,NJ,5.58,0,17,0
10000, 36 months,4 years,RENT,48000.0,Verified,Charged Off,debt_consolidation,NY,24.68,1,18,0
6000, 36 months,10+ years,MORTGAGE,180000.0,Verified,Fully Paid,other,CA,12.02,0,19,0
7400, 36 months,7 years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,TX,19.92,0,10,0
5600, 36 months,10+ years,RENT,40800.0,Not Verified,Fully Paid,debt_consolidation,CA,14.76,0,11,0
9750, 36 months,6 years,MORTGAGE,82248.0,Source Verified,Charged Off,house,FL,15.68,0,11,0
35000, 60 months,10+ years,OWN,65000.0,Verified,Fully Paid,debt_consolidation,OK,0.37,0,4,0
4000, 36 months,5 years,MORTGAGE,36000.0,Not Verified,Fully Paid,medical,CO,9.13,1,8,0
16425, 60 months,3 years,MORTGAGE,85000.0,Source Verified,Fully Paid,debt_consolidation,DC,22.63,0,13,0
7200, 36 months,6 years,OWN,74004.0,Source Verified,Fully Paid,debt_consolidation,MA,14.97,0,14,0
3600, 36 months,1 year,RENT,24000.0,Not Verified,Charged Off,credit_card,TX,9.35,0,17,0
6000, 36 months,6 years,MORTGAGE,43000.0,Not Verified,Fully Paid,debt_consolidation,FL,10.69,0,4,0
25000, 60 months,10+ years,OWN,54000.0,Verified,Fully Paid,home_improvement,GA,10.27,0,15,0
15000, 60 months,2 years,MORTGAGE,60000.0,Not Verified,Fully Paid,medical,CA,7.28,0,11,0
8000, 36 months,3 years,RENT,65000.0,Not Verified,Fully Paid,debt_consolidation,PA,11.85,0,7,0
11000, 60 months,6 years,RENT,52500.0,Not Verified,Fully Paid,debt_consolidation,OH,6.72,0,12,0
11100, 36 months,5 years,RENT,75000.0,Verified,Fully Paid,other,CA,1.41,0,10,0
15000, 60 months,4 years,MORTGAGE,44200.0,Not Verified,Fully Paid,debt_consolidation,MO,16.48,0,6,0
12000, 36 months,2 years,RENT,85000.0,Source Verified,Fully Paid,debt_consolidation,AZ,3.9,1,7,0
8000, 36 months,10+ years,RENT,35000.0,Not Verified,Fully Paid,debt_consolidation,CA,21.33,0,8,0
10000, 36 months,4 years,RENT,66000.0,Source Verified,Fully Paid,moving,CA,2.18,0,3,0
4800, 36 months,5 years,MORTGAGE,39600.0,Not Verified,Fully Paid,home_improvement,OH,14.45,1,7,0
7200, 36 months,< 1 year,RENT,14400.0,Verified,Charged Off,medical,CT,7.83,0,4,0
2000, 36 months,4 years,MORTGAGE,80000.0,Not Verified,Fully Paid,debt_consolidation,IL,6.82,0,7,0
6000, 36 months,2 years,RENT,80000.0,Not Verified,Fully Paid,major_purchase,FL,5.31,0,6,0
18000, 60 months,1 year,MORTGAGE,85000.0,Verified,Fully Paid,credit_card,KS,19.06,0,15,0
5950, 36 months,1 year,RENT,20124.6,Verified,Fully Paid,credit_card,NY,8.41,1,8,1
6000, 36 months,1 year,RENT,38400.0,Source Verified,Charged Off,moving,MA,10.63,0,3,1
3600, 36 months,1 year,RENT,60000.0,Verified,Fully Paid,credit_card,CA,7.78,0,3,1
